Texto,Categoria
 TELECINE  Overlord.  II Guerra Mundial. Justo antes del Día D  un grupo de paracaidistas estadounidenses cae tras las líneas enemigas para realizar una misión crucial en un pequeño pueblo francés. Overlord. Título  Overlord. Título original 2018/ 1.49.29 hrs/ Estados Unidos/ Bélico. Acción. Terror. Thriller. Ciencia ficción/ subtitulado al español/ reposición Dirección: Julius Avery  Sinopsis: II Guerra Mundial. Justo antes del Día D  un grupo de paracaidistas estadounidenses cae tras las líneas enemigas para realizar una misión crucial en un pequeño pueblo francés. Pero  a medida que se acercan a su objetivo  empiezan a darse cuenta de que algo más que una simple operación militar está sucediendo en esa aldea ocupada por los nazis.,filme
 TELECINE  POR LA GRACIA DE DIOS Alexandre vive en Lyon con su esposa e hijos. Por casualidad  se entera de que el sacerdote que abusó de él cuando era un boy scout sigue trabajando con niños. POR LA GRACIA DE DIOS Grâce à Dieu  Francia-Bélgica/2018/137´/Drama/Estreno/Color/Subtítulos en español Dir y Guión: François Ozon Reparto: Melvil Poupaud  Denis Menochet  Swann Arlaud.   Alexandre vive en Lyon con su esposa e hijos. Por casualidad  se entera de que el sacerdote que abusó de él cuando era un boy scout sigue trabajando con niños. Se lanza a un combate al que se unen François y Emmanuel  otras víctimas del sacerdote  con el fin de liberarse de sus sufrimientos a través de la palabra. Pero las repercusiones y consecuencias de sus testimonios no dejarán a nadie indemne. Basada en el caso real de Bernard Preynat  sacerdote de la Diócesis de Lyon  acusado en 2016 de abusar sexualmente de decenas de niños.,filme
 REVISTA BUENOS DÍAS REVISTA INFORMATIVA,noticias
 EN LA MAÑANA SU CARTELERA Promoción de la programación,noticias
 CONFERENCIA DE PRENSA SOBRE EL ENFRENTAMIENTO A LA COVID -19 CONFERENCIA DE PRENSA SOBRE EL ENFRENTAMIENTO A LA COVID -19,noticias
 Fábulas de mi mochila Nuestros diferentes gustos  Sinopsis:  Respetar el gusto ajeno   Nuestros diferentes gustos  Sinopsis:  Respetar el gusto ajeno,filme
 A la 1  a las 2 y a las 3! Un tiempo para los niños de la primera infancia donde pueden encontrarse con la naturaleza  el mundo que los rodea y las vivencias de otros niños y niñas como ellos.  Programa 47 Un tiempo para los niños de la primera infancia donde pueden encontrarse con la naturaleza  el mundo que los rodea y las vivencias de otros niños y niñas como ellos. Un espacio para disfrutar  crecer y desarrollarse. Piojos  aventura en la cabeza.   Un insecto pegajoso.  Cebras y gemelas. Saltar como cabra. Miffy y sus amigos 1_Un día musical. Sombreros trabajando. Reguilete  El mundo de los niños: juegos 4. Pez de azúcar. Pájaros alimentan con albóndigas. Escultura de frutas. Pan y fresas,infantiles
 Trompatren  El incidente en Ciudad Termita  El incidente en Ciudad Termita  Sinopsis:,filme
 A OTRO CON ESE CUENTO  A OTRO CON ESE CUENTO,humor
 SERIE EXTRANJERA MADAME C.J. WALKER: UNA MUJER HECHA A SI MISMA cap 2 MADAME C.J. WALKER: UNA MUJER HECHA A SI MISMA cap 2,serie
 AL MEDIODIA  Promoción de la programación,noticias
 NOTICIERO DEL MEDIODIA EMISIÓN DEL MEDIODÍA,noticias
 EN LA TARDE SU CARTELERA Promoción de la programación,noticias
" SENDEROS DEL OESTE Los indomables La agencia Pinkerton quiere acabar con Butch Cassidy  Sundance Kid y su banda de forajidos  ""Los indomables""  que están causando estragos en las granjas y los ranchos de la zona... Los indomables Título original The Maverick Queen  EE UU/1956/1´26´17/ Western/Estreno/Color/Subtitulada Dirección Joseph Kane Reparto Barbara Stanwyck  Barry Sullivan  Scott Brady  Mary Murphy  Wallace Ford  Howard Petrie  Jim Davis  Emile Meyer    Sinopsis La agencia Pinkerton quiere acabar con Butch Cassidy  Sundance Kid y su banda de forajidos  ""Los indomables""  que están causando estragos en las granjas y los ranchos de la zona donde tienen su guarida. Además  Kit Banion  la dueña del saloon ""The Maverick Queen""  parece que no es ajena a las andanzas de la banda. completamientos: Avance del Filme Los Indomables  Series Zane grey Episodio Lazo  El Clip del Oeste Ennio Morricone Tema Erase una vez en el Oeste  Próximamente La carga de los indios sioux  Comentario Los Indomables",filme
 NOTICIERO ANSOC EMISIÓN ESPECIALIZADA,noticias
 EL AMANECER DE LOS CROODS  V-eep-iernes de locos Sinopsis:  Eep desafía a su padre a que no sobrevive ni un día como adolescente mientras está enterrada hasta el cuello (literalmente) por hacer travesuras.  V-eep-iernes de locos Sinopsis:  Eep desafía a su padre a que no sobrevive ni un día como adolescente mientras está enterrada hasta el cuello (literalmente) por hacer travesuras.,filme
 OTAKU  Prog.6 MEJORES OPENINGS DE ANIMES DE TODOS LOS TIEMPOS + LAS PELEAS MÁS ÉPICAS DE LOS ANIMES. Prog.6 MEJORES OPENINGS DE ANIMES DE TODOS LOS TIEMPOS + LAS PELEAS MÁS ÉPICAS DE LOS ANIMES. SINOPSIS :Conductor y personaje arrogante  compiten por traer al programa los mejores opennings  y las peleas más  épicas  de los animes. Incluye noticias.,noticias
 NA´MEGANDO  Cap. 11 Las Suegras Sinopsis:  Un grupo de jóvenes se reúnen para hacer chistes sobre diferentes situaciones.  Cap. 11 Las Suegras Sinopsis:  Un grupo de jóvenes se reúnen para hacer chistes sobre diferentes situaciones.,filme
 ESTE DIA    1910 Día Internacional de la Mujer. Dinamarca. 1919 Nace Santiago Álvarez. Cuba. 1942 Fallece José Raúl Capablanca. Estados Unidos.  1910 Día Internacional de la Mujer. Dinamarca. En la Segunda Conferencia de Mujeres Socialistas  celebrada en Copenhague  Dinamarca  la luchadora alemana Clara Zetkin propuso que el 8 de marzo fuera proclamada jornada de lucha para las mujeres trabajadoras de todo el mundo. En el año 1977  la Asamblea General de la ONU proclamó el 8 de marzo como Día Internacional por el Derecho de la Mujer y la Paz Internacional. En Cuba se celebró por primera vez en el año 1931 en reclamo de los derechos de la mujer  sin embargo  a partir del triunfo de la Revolución  y por  las conquistas alcanzadas por la mujer cubana  el 8 de marzo se ha convertido en fecha de festejo y celebración. 1919 Nace Santiago Álvarez. Cuba. Nació en la Habana  un día como hoy del año 1919. En 1959 ingresó en el Instituto Cubano de Arte e Industria Cinematográfica  ICAIC  donde inició,historia
 MEMORIAS DE UN ABUELO  Capítulo 23  Sinopsis:  Roly y Darío  junto a sus amigos  realizan un sabotaje eléctrico  pero algo sale mal…  Capítulo 23  Sinopsis:  Roly y Darío  junto a sus amigos  realizan un sabotaje eléctrico  pero algo sale mal…,filme
 NOTICIERO CULTURAL    INFORMATIVO CULTURAL,noticias
 MESA REDONDA ESPACIO DE ANÁLISIS DE TEMAS NACIONALES Y FORÁNEOS.,noticias
 NTV EMISIÓN ESTELAR,noticias
 EN LA NOCHE SU CARTELERA Promoción de la programación,noticias
 VIVIR DEL CUENTO  Título: Comparte  Comparte  Título: Comparte  Comparte  Guión: Jaime Fort,humor
 NOVELA Mujeres Ambiciosas  Cap. 14 Mujeres Ambiciosas  Cap. 14,novela
 COSAS DE HOMBRES  TEMA :Salud. Sinopsis: Uno de los grandes mitos de la masculinidad es que los hombres son fuertes y no necesitan de cuidados  y eso atenta contra su salud… TEMA :Salud.  Invitados: Dr. Alberto Roque / Especialista en Medicina Interna y Máster en Bioética  Instituto Nacional de Oncología y Radiología (INOR) Mtr. Lisandra Chaveco/ Periodista e Investigadora de Temas de Género  Masculinidades y Salud Revista Mujeres Jorge Luis Robaina / Músico (Director Grupo Karamba) EGREM Sinopsis: Uno de los grandes mitos de la masculinidad es que los hombres son fuertes y no necesitan de cuidados  y eso atenta contra su salud…,filme
 Telecine OLGA  Olga es una figura histórica  mujer alemana que desde temprana juventud se unió a las luchas sociales de las clases populares  a pesar de ser de familia pudiente.  OLGA    Brasil / Drama histórico - biográfico / 2004  Dirección: Jayme Monjardin.  Reparto: Camila Morgado  Caco Ciocler  Luis Mello  Eliane Giardini.  Olga es una figura histórica  mujer alemana que desde temprana juventud se unió a las luchas sociales de las clases populares  a pesar de ser de familia pudiente. Su tenaz voluntad y firmeza de ideas en medio de una azarosa vida en defensa de ideales revolucionarios internacionalistas le servirán para resistir los terribles embates que le llevará su unión en la lucha y el amor con el revolucionario brasileño Luis Carlos Prestes.,filme
 COORDENADAS Cartelera diaria,noticias
 EL TIEMPO Y LA MEMORIA Efemérides de hoy:,historia
 COORDENADAS Cartelera diaria,noticias
 REVISTA HOLA HABANA Secciones variadas sobre el acontecer en La Habana,noticias
 HABANA NOTICIARIO Informativo que aborda los principales sucesos de orden nacional enfatizando en los de marcodo interés para la capital,noticias
 CINECITO EN TV TEMA: Notre Dame,filme
 MÚSICA HABANA Invitado:Abel Geronez,musical
 MÚSICA SÍ Tema: Laritza Bacallao. Concierto online desde casa.,musical
 BREVES ESTACIONES Tema: Obra de la realizadora Yaumara Roque. Fragmento de los programas “Verde Habana” y “Revelaciones”.,educativo
 SERIE HISTÓRICA “SUBTERRÁNEO” CAP 5,serie
 HABANA NOTICIARIO Informativo que aborda los principales sucesos de orden nacional e internacional enfatizando en los de marcado interés para la capital,noticias
" SERIE ""THE EXPANSE"" TEMP1 CAP1",serie
 Cartelera Promoción de la programación diaria,noticias
 Tiempo de Cine Promover los valores de obras cinematográficas cubanas y universales.,filme
 Animados Animados para los muñes,infantiles
 Serie Documental,documental
 Lengua Española 6to grado y Especial. Conjunciones,educativo
 Lengua Española1er grado y Especial Fonema y grafema g (ga  go  gu  gue gui),educativo
 Lengua Española 2do grado y Especial Distinción de oraciones enunciativas  interrogativas y exclamativas,educativo
 Matemática 7mo grado y Especial Relación entre los ángulos formados por dos rectas paralelas cortadas por una secante.,educativo
 Historia de Cuba 9no grado y Especial Segunda intervención. Huelga de la Moneda. Los gobiernos corruptos y entreguistas hasta 1925,educativo
 Matemática 12mo grado y 3er año de la E.T.P. Resolución de ecuaciones trigonométricas y demostración de identidades trigonométricas.,educativo
 Telecentros,noticias
 Cartelera escolar de la semana Cartelera escolar de la semana.,noticias
 Efemérides de la semana Efemérides de la semana.,historia
 Matemática 10mo grado y 1er año de la E.T.P. Resolución de sistemas de dos ecuaciones lineales y cuadráticas en dos variables. Problemas.,educativo
 Matemática 11no grado y 2do año de la E.T.P. Identidades trigonométricas fundamentales. Demostración de identidades.,educativo
 Lengua Española 4to grado y Especial Lectura y comprensión de textos. Secuencia de láminas,educativo
 Lengua Española 5to grado y Especial Definición elemental del adjetivo,educativo
 La historia y sus protagonistas Virgen de la Caridad del Cobre  Patrona de Cuba Sinopsis: Desde Santiago de Cuba llegan estas emisiones para contar la historia santiaguera y de quienes protagonizaron los hechos.,historia
 Telecentros,noticias
 Ecos Criaturas de la luz (II Parte) Sinopsis: Programa dedicado al Medio Ambiente que  desde la óptica joven comenta interesantes aspectos del tema seleccionado para cada emisión,filme
 De tarde en casa Hoy cocinan las mujeres Sinopsis: programa dedicado a la mujer cubana vísperas del su Día Internacional  elaborando deliciosas recetas desde la cocina.,filme
 Serie Extranjera (His Dark Materials) Capítulo 8 REINO UNIDO/AVENT/FANT/DRAM    Dirección: Jack Thorne INT: Dafne Keen  Tyler Howitt  Ian Peck  Ruta Gedmintas  Ruth Wilson Sinopsis: Lyra y Will son dos niños que viven,filme
 NTV Con lengua de Señas.,noticias
 Música y más  Sinopsis: Utilizando la música como pretexto  se recrean interesantes entrevistas con especialistas que brindan opiniones acerca del tema escogido para cada emisión. Las interpretaciones de los artis,filme
 La Otra Mirada Retrato del amigo y cortesano. Rafael    Sinopsis: Dedicado a la obra plástica de uno o varios artistas nacionales y extranjeros  con la presentación de documentales y otros materiales acerca del auto,filme
 Bravo Entrega del Premio Nacional de Danza 2020 al bailarín y coreógrafo Johannes García (2da parte) Sinopsis: Presenta esta puesta  con el comentario inicial del conductor  como antesala para el disfru,filme
 Mesa Redonda      (rtx),noticias
 Apertura Himno y Cartelera.,noticias
 En Primer Plano Actualidad Informativa de la Provincia.,noticias
 Cierre Cierre del Canal.,noticias
 Reapertura Himno y Cartelera del Canal.,noticias
 Lente Deportivo Temas de repercusión relacionados con el mundo del deporte y promueve a la polémica sobre la noticia deportiva del momento.,deporte
 Visor por Dentro Cortometrajes  sobre  audiovisuales  producidos  por lo  telecentros   las  3 facultades de Arte de Los medios   del país   la EICTV   escuelas de periodismo y  otras   Instituciones de Latinoamérica.,noticias
 Conmemoraciones Dar a conocer los hechos más relevantes de la historia cubana  con marcado énfasis en  los del territorio. Mantener viva la memoria histórica-cultural.,historia
 Noticias al Cierre Realizar un resumen informativo de las noticias más importantes acontecidas durante del día en los 14 municipios  así como actualizar de última hora las condiciones del tiempo y el deporte.,noticias
 Cierre Cierre del Canal.,noticias
 NTV DEL MEDIODIA Informaciones nacionales e internacionales. Análisis y comentarios.,noticias
 ESTACION CARIBE   Información sociocultural de la región del Caribe acompañada de la música más genuina.,musical
 REVISTA INFORMATIVA EN TIEMPO REAL. Revista informativa con segmentos temáticos y  actualización nacional e internacional.,noticias
 NOTICIERO CULTURAL  Informaciones culturales  artísticas y literarias. Segmentos de comentario  crítica e invitados.,noticias
 MESA REDONDA  Espacio de información y debate.,noticias
 NTV EMISION ESTELAR  las mas importantes  informaciones nacionales e internacionales.,noticias
 LA ERRADICACIÓN DE LA POBREZA EN CHINA. Sentimientos por la familia y el país. Miniserie de CGTN sobre la erradicación de la pobreza en China.,serie
 EL TIEMPO EN EL CARIBE.  Información meteorológica de la región.,noticias
 NOTICIERO CULTURAL Informaciones culturales  artísticas y literarias. Segmentos de comentario  crítica e invitados.,noticias
 RESUMEN 24 Resumen informativo de la jornada.,noticias
 Revista especial COVID-19 Revista informativa especial,noticias
 Revista especial COVID-19 Revista informativa especial  Mujeres y Covid-19 en Villa Clara,noticias
 Efemérides Hechos históricos mas significativos del día 1898- Fuerzas cubanas del Regimiento Ocujal y la escolta del general Francisco Estrada Céspedes enfrentan a dos columnas españolas en la Loma de Juan Sáez.   1910- En esta fecha en la Segunda Conferencia Internacional de Mujeres Socialistas efectuada en Copenhague  Dinamarca  se instituye por iniciativa de Clara Zetkin el día internacional de la mujer.  1942- Fallece en New York el genial ajedrecista cubano José Raúl Capablanca.,historia
